name_norm,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,votes
the girlfriend experience,https://www.youtube.com/watch?v=A2F4Drc15fM,A2F4Drc15fM,"{'positive': 106, 'neutral': 97, 'negative': 47}",0.6928104575163399,R,Drama,2009,16000.0
the girl who played with fire,https://www.youtube.com/watch?v=oSsodK7KFXQ,oSsodK7KFXQ,"{'positive': 28, 'neutral': 26, 'negative': 14}",0.6666666666666666,R,Action,2009,92000.0
ghosts of girlfriends past,https://www.youtube.com/watch?v=HqlxWZNeWNk,HqlxWZNeWNk,"{'positive': 67, 'neutral': 69, 'negative': 22}",0.7528089887640449,PG-13,Comedy,2009,86000.0
the haunting in connecticut,https://www.youtube.com/watch?v=MRJA3lN0xCQ,MRJA3lN0xCQ,"{'positive': 79, 'neutral': 91, 'negative': 80}",0.4968553459119497,PG-13,Drama,2009,60000.0
i love you phillip morris,https://www.youtube.com/watch?v=01dljIcgiMw,01dljIcgiMw,"{'positive': 131, 'neutral': 76, 'negative': 43}",0.7528735632183908,R,Biography,2009,93000.0
bad lieutenant port of call new orleans,https://www.youtube.com/watch?v=9OblPKObX6Q,9OblPKObX6Q,"{'positive': 50, 'neutral': 41, 'negative': 46}",0.5208333333333334,R,Crime,2009,75000.0
black dynamite,https://www.youtube.com/watch?v=96Y24a0cyCE,96Y24a0cyCE,"{'positive': 115, 'neutral': 102, 'negative': 33}",0.777027027027027,R,Action,2009,47000.0
brooklyns finest,https://www.youtube.com/watch?v=HUMC8rh6uuE,HUMC8rh6uuE,"{'positive': 110, 'neutral': 75, 'negative': 65}",0.6285714285714286,R,Action,2009,62000.0
in the loop,https://www.youtube.com/watch?v=dQrqMkCuHqA,dQrqMkCuHqA,"{'positive': 123, 'neutral': 64, 'negative': 63}",0.6612903225806451,Not Rated,Comedy,2009,56000.0
the boondock saints ii all saints day,https://www.youtube.com/watch?v=h93ezXUz_iU,h93ezXUz_iU,"{'positive': 61, 'neutral': 69, 'negative': 44}",0.580952380952381,R,Action,2009,62000.0
whatever works,https://www.youtube.com/watch?v=7VeTEP3xoXo,7VeTEP3xoXo,"{'positive': 71, 'neutral': 45, 'negative': 17}",0.8068181818181818,PG-13,Comedy,2009,72000.0
alvin and the chipmunks the squeakquel,https://www.youtube.com/watch?v=P0URhQ2iHbA,P0URhQ2iHbA,"{'positive': 6, 'neutral': 25, 'negative': 2}",0.75,PG,Animation,2009,45000.0
12 rounds,https://www.youtube.com/watch?v=2NvznP_gp_A,2NvznP_gp_A,"{'positive': 46, 'neutral': 35, 'negative': 18}",0.71875,PG-13,Action,2009,28000.0
survival of the dead,https://www.youtube.com/watch?v=aFqUbY-pWqQ,aFqUbY-pWqQ,"{'positive': 31, 'neutral': 23, 'negative': 31}",0.5,R,Comedy,2009,21000.0
fame,https://www.youtube.com/watch?v=fZpBoyh9mds,fZpBoyh9mds,"{'positive': 32, 'neutral': 22, 'negative': 13}",0.7111111111111111,R,Drama,1980,21000.0
i am love,https://www.youtube.com/watch?v=0NjA8CIDvZ8,0NjA8CIDvZ8,"{'positive': 58, 'neutral': 41, 'negative': 12}",0.8285714285714286,R,Drama,2009,21000.0
the house of the devil,https://www.youtube.com/watch?v=oM3NAtGR2qc,oM3NAtGR2qc,"{'positive': 60, 'neutral': 40, 'negative': 42}",0.5882352941176471,R,Horror,2009,42000.0
astro boy,https://www.youtube.com/watch?v=1AhqOHom9BY,1AhqOHom9BY,"{'positive': 81, 'neutral': 128, 'negative': 41}",0.6639344262295082,PG,Animation,2009,34000.0
carriers,https://www.youtube.com/watch?v=qByFXk_XKRs,qByFXk_XKRs,"{'positive': 67, 'neutral': 104, 'negative': 80}",0.4557823129251701,PG-13,Adventure,2009,45000.0
my life in ruins,https://www.youtube.com/watch?v=AkRMBRxC_Gk,AkRMBRxC_Gk,"{'positive': 163, 'neutral': 49, 'negative': 38}",0.8109452736318408,PG-13,Comedy,2009,19000.0
gforce,https://www.youtube.com/watch?v=VAMUfDvAQeo,VAMUfDvAQeo,"{'positive': 1, 'neutral': 3, 'negative': 8}",0.1111111111111111,PG,Animation,2009,44000.0
did you hear about the morgans,https://www.youtube.com/watch?v=i4E05P-Hwt4,i4E05P-Hwt4,"{'positive': 25, 'neutral': 8, 'negative': 10}",0.7142857142857143,PG-13,Comedy,2009,39000.0
away we go,https://www.youtube.com/watch?v=v_MOfQEwJW8,v_MOfQEwJW8,"{'positive': 27, 'neutral': 18, 'negative': 6}",0.8181818181818182,R,Adventure,2009,52000.0
love happens,https://www.youtube.com/watch?v=XInj3WyRerI,XInj3WyRerI,"{'positive': 43, 'neutral': 13, 'negative': 7}",0.86,PG-13,Drama,2009,32000.0
the girl who kicked the hornets nest,https://www.youtube.com/watch?v=vVGbPFdU96A,vVGbPFdU96A,"{'positive': 118, 'neutral': 73, 'negative': 59}",0.6666666666666666,R,Crime,2009,69000.0
youth in revolt,https://www.youtube.com/watch?v=1gBnVf130uU,1gBnVf130uU,"{'positive': 131, 'neutral': 86, 'negative': 33}",0.7987804878048781,R,Comedy,2009,73000.0
observe and report,https://www.youtube.com/watch?v=e5OFlhCAwpc,e5OFlhCAwpc,"{'positive': 4, 'neutral': 4, 'negative': 0}",1.0,R,Comedy,2009,61000.0
bright star,https://www.youtube.com/watch?v=X0nx5Iu6KQo,X0nx5Iu6KQo,"{'positive': 37, 'neutral': 30, 'negative': 16}",0.6981132075471698,PG,Biography,2009,26000.0
harry brown,https://www.youtube.com/watch?v=OVOSfHFNlcI,OVOSfHFNlcI,"{'positive': 93, 'neutral': 67, 'negative': 90}",0.5081967213114754,R,Action,2009,85000.0
duplicity,https://www.youtube.com/watch?v=CBVqI2P2L4A,CBVqI2P2L4A,"{'positive': 14, 'neutral': 20, 'negative': 16}",0.4666666666666667,PG-13,Comedy,2009,49000.0
the pink panther 2,https://www.youtube.com/watch?v=chT5M41wdGA,chT5M41wdGA,"{'positive': 25, 'neutral': 49, 'negative': 17}",0.5952380952380952,PG,Action,2009,43000.0
the informant,https://www.youtube.com/watch?v=3SooBX1-kIQ,3SooBX1-kIQ,"{'positive': 7, 'neutral': 12, 'negative': 3}",0.7,R,Biography,2009,64000.0
the answer man,https://www.youtube.com/watch?v=HNmq7tPxkPg,HNmq7tPxkPg,"{'positive': 53, 'neutral': 25, 'negative': 18}",0.7464788732394366,R,Comedy,2009,6500.0
planet 51,https://www.youtube.com/watch?v=_4LSg8s5XF4,_4LSg8s5XF4,"{'positive': 63, 'neutral': 148, 'negative': 39}",0.6176470588235294,PG,Animation,2009,52000.0
crossing over,https://www.youtube.com/watch?v=J3vAjpip1Ns,J3vAjpip1Ns,"{'positive': 4, 'neutral': 1, 'negative': 5}",0.4444444444444444,R,Crime,2009,23000.0
madea goes to jail,https://www.youtube.com/watch?v=61AeW3d3fWo,61AeW3d3fWo,"{'positive': 79, 'neutral': 89, 'negative': 44}",0.6422764227642277,PG-13,Comedy,2009,12000.0
a christmas carol,https://www.youtube.com/watch?v=VZ3lr3urgDU,VZ3lr3urgDU,"{'positive': 147, 'neutral': 60, 'negative': 43}",0.7736842105263158,PG,Animation,2009,106000.0
sin nombre,https://www.youtube.com/watch?v=Fvbqwx3e_bQ,Fvbqwx3e_bQ,"{'positive': 79, 'neutral': 85, 'negative': 46}",0.632,R,Adventure,2009,32000.0
city island,https://www.youtube.com/watch?v=nkilMXjv0YE,nkilMXjv0YE,"{'positive': 4, 'neutral': 3, 'negative': 0}",1.0,PG-13,Comedy,2009,31000.0
coco before chanel,https://www.youtube.com/watch?v=isEnyrd2Moc,isEnyrd2Moc,"{'positive': 73, 'neutral': 57, 'negative': 35}",0.6759259259259259,PG-13,Biography,2009,39000.0
summer wars,https://www.youtube.com/watch?v=2BB5V6CgDOg,2BB5V6CgDOg,"{'positive': 19, 'neutral': 9, 'negative': 9}",0.6785714285714286,PG,Animation,2009,27000.0
the messenger,https://www.youtube.com/watch?v=qnm885kLggY,qnm885kLggY,"{'positive': 17, 'neutral': 12, 'negative': 15}",0.53125,R,Drama,2009,34000.0
the soloist,https://www.youtube.com/watch?v=z1YHoyCxdVQ,z1YHoyCxdVQ,"{'positive': 11, 'neutral': 6, 'negative': 1}",0.9166666666666666,PG-13,Biography,2009,52000.0
worlds greatest dad,https://www.youtube.com/watch?v=VBzZvAzAMvY,VBzZvAzAMvY,"{'positive': 34, 'neutral': 27, 'negative': 20}",0.6296296296296297,R,Comedy,2009,38000.0
whiteout,https://www.youtube.com/watch?v=dwvjoWmqwR0,dwvjoWmqwR0,"{'positive': 10, 'neutral': 12, 'negative': 5}",0.6666666666666666,R,Action,2009,38000.0
paper man,https://www.youtube.com/watch?v=1MAZ93VGmMw,1MAZ93VGmMw,"{'positive': 4, 'neutral': 8, 'negative': 2}",0.6666666666666666,R,Comedy,2009,19000.0
let me in,https://www.youtube.com/watch?v=x3guLR8aBpU,x3guLR8aBpU,"{'positive': 122, 'neutral': 94, 'negative': 35}",0.7770700636942676,R,Drama,2010,115000.0
four lions,https://www.youtube.com/watch?v=Ew-SrlQ9tlI,Ew-SrlQ9tlI,"{'positive': 88, 'neutral': 95, 'negative': 67}",0.567741935483871,R,Comedy,2010,74000.0
macgruber,https://www.youtube.com/watch?v=PKYrghKwu2E,PKYrghKwu2E,"{'positive': 38, 'neutral': 23, 'negative': 18}",0.6785714285714286,R,Action,2010,43000.0
little white lies,https://www.youtube.com/watch?v=WyCtRXWz4Cs,WyCtRXWz4Cs,"{'positive': 45, 'neutral': 20, 'negative': 10}",0.8181818181818182,Not Rated,Comedy,2010,24000.0
charlie st cloud,https://www.youtube.com/watch?v=KyplZ7b7UfY,KyplZ7b7UfY,"{'positive': 84, 'neutral': 71, 'negative': 57}",0.5957446808510638,PG-13,Drama,2010,60000.0
vanishing on 7th street,https://www.youtube.com/watch?v=K5cgvEUWQ6w,K5cgvEUWQ6w,"{'positive': 45, 'neutral': 46, 'negative': 43}",0.5113636363636364,R,Horror,2010,25000.0
barneys version,https://www.youtube.com/watch?v=Eo-0k5rkUeo,Eo-0k5rkUeo,"{'positive': 4, 'neutral': 0, 'negative': 0}",1.0,R,Comedy,2010,24000.0
the conspirator,https://www.youtube.com/watch?v=CmoESMxbIIY,CmoESMxbIIY,"{'positive': 34, 'neutral': 32, 'negative': 26}",0.5666666666666667,PG-13,Crime,2010,28000.0
furry vengeance,https://www.youtube.com/watch?v=FQAx4_So3UE,FQAx4_So3UE,"{'positive': 99, 'neutral': 98, 'negative': 39}",0.717391304347826,PG,Comedy,2010,16000.0
the tempest,https://www.youtube.com/watch?v=4ge2Jtbt8Go,4ge2Jtbt8Go,"{'positive': 41, 'neutral': 21, 'negative': 22}",0.6507936507936508,PG-13,Comedy,2010,7500.0
henrys crime,https://www.youtube.com/watch?v=6OkJht5KB-I,6OkJht5KB-I,"{'positive': 4, 'neutral': 1, 'negative': 0}",1.0,R,Comedy,2010,19000.0
extraordinary measures,https://www.youtube.com/watch?v=cmnMdwYAhTY,cmnMdwYAhTY,"{'positive': 24, 'neutral': 29, 'negative': 9}",0.7272727272727273,PG,Drama,2010,16000.0
yogi bear,https://www.youtube.com/watch?v=9iyYTz0Bh0Y,9iyYTz0Bh0Y,"{'positive': 35, 'neutral': 42, 'negative': 10}",0.7777777777777778,PG,Animation,2010,21000.0
my soul to take,https://www.youtube.com/watch?v=RmByUgdi6wE,RmByUgdi6wE,"{'positive': 132, 'neutral': 57, 'negative': 61}",0.6839378238341969,R,Horror,2010,20000.0
elle sappelait sarah,https://www.youtube.com/watch?v=UPWuyrRWTDI,UPWuyrRWTDI,"{'positive': 0, 'neutral': 2, 'negative': 2}",0.0,PG-13,Drama,2010,17000.0
the warriors way,https://www.youtube.com/watch?v=c7SCyiliB38,c7SCyiliB38,"{'positive': 90, 'neutral': 92, 'negative': 68}",0.569620253164557,R,Action,2010,26000.0
the trip,https://www.youtube.com/watch?v=LC5MwTuEeeg,LC5MwTuEeeg,"{'positive': 164, 'neutral': 51, 'negative': 35}",0.8241206030150754,Not Rated,Comedy,2010,22000.0
hesher,https://www.youtube.com/watch?v=jkKjafEIebw,jkKjafEIebw,"{'positive': 100, 'neutral': 89, 'negative': 48}",0.6756756756756757,R,Drama,2010,51000.0
for colored girls,https://www.youtube.com/watch?v=LNdIMakUhVQ,LNdIMakUhVQ,"{'positive': 105, 'neutral': 57, 'negative': 81}",0.5645161290322581,R,Drama,2010,7300.0
the perfect host,https://www.youtube.com/watch?v=MVe62FZMYAE,MVe62FZMYAE,"{'positive': 17, 'neutral': 13, 'negative': 0}",1.0,R,Comedy,2010,26000.0
love ranch,https://www.youtube.com/watch?v=Or9cEl60BLo,Or9cEl60BLo,"{'positive': 22, 'neutral': 14, 'negative': 11}",0.6666666666666666,R,Biography,2010,3000.0
love crime,https://www.youtube.com/watch?v=hB_O_knyd_A,hB_O_knyd_A,"{'positive': 9, 'neutral': 7, 'negative': 5}",0.6428571428571429,Not Rated,Crime,2010,5200.0
passion play,https://www.youtube.com/watch?v=T5pYbPytAKM,T5pYbPytAKM,"{'positive': 105, 'neutral': 72, 'negative': 73}",0.5898876404494382,R,Drama,2010,7400.0
kaboom,https://www.youtube.com/watch?v=DUMKPzQsas8,DUMKPzQsas8,"{'positive': 10, 'neutral': 5, 'negative': 2}",0.8333333333333334,Not Rated,Comedy,2010,13000.0
everything must go,https://www.youtube.com/watch?v=W78aehJKyB0,W78aehJKyB0,"{'positive': 58, 'neutral': 115, 'negative': 21}",0.7341772151898734,R,Drama,2010,49000.0
captain america the first avenger,https://www.youtube.com/watch?v=JerVrbLldXw,JerVrbLldXw,"{'positive': 80, 'neutral': 141, 'negative': 29}",0.7339449541284404,PG-13,Action,2011,769000.0
thor,https://www.youtube.com/watch?v=JOddp-nlNvQ,JOddp-nlNvQ,"{'positive': 124, 'neutral': 102, 'negative': 24}",0.8378378378378378,PG-13,Action,2011,772000.0
take shelter,https://www.youtube.com/watch?v=hUraDx3oFVg,hUraDx3oFVg,"{'positive': 118, 'neutral': 60, 'negative': 73}",0.6178010471204188,R,Drama,2011,95000.0
bridesmaids,https://www.youtube.com/watch?v=FNppLrmdyug,FNppLrmdyug,"{'positive': 126, 'neutral': 75, 'negative': 50}",0.7159090909090909,R,Comedy,2011,276000.0
fast five,https://www.youtube.com/watch?v=vcn2GOuZCKI,vcn2GOuZCKI,"{'positive': 106, 'neutral': 90, 'negative': 54}",0.6625,PG-13,Action,2011,362000.0
midnight in paris,https://www.youtube.com/watch?v=FAfR8omt-CY,FAfR8omt-CY,"{'positive': 120, 'neutral': 92, 'negative': 38}",0.759493670886076,PG-13,Comedy,2011,398000.0
moneyball,https://www.youtube.com/watch?v=-4QPVo0UIzc,-4QPVo0UIzc,"{'positive': 117, 'neutral': 111, 'negative': 22}",0.841726618705036,PG-13,Biography,2011,385000.0
just go with it,https://www.youtube.com/watch?v=fpj7i2CPt8M,fpj7i2CPt8M,"{'positive': 114, 'neutral': 105, 'negative': 31}",0.7862068965517242,PG-13,Comedy,2011,227000.0
the intouchables,https://www.youtube.com/watch?v=34WIbmXkewU,34WIbmXkewU,"{'positive': 120, 'neutral': 113, 'negative': 18}",0.8695652173913043,R,Biography,2011,785000.0
drive,https://www.youtube.com/watch?v=KBiOF3y1W0Y,KBiOF3y1W0Y,"{'positive': 90, 'neutral': 126, 'negative': 34}",0.7258064516129032,R,Crime,2011,587000.0
green lantern,https://www.youtube.com/watch?v=7-GO9fo9DtM,7-GO9fo9DtM,"{'positive': 115, 'neutral': 87, 'negative': 48}",0.7055214723926381,PG-13,Action,2011,272000.0
the cabin in the woods,https://www.youtube.com/watch?v=MzbMwS6lVpE,MzbMwS6lVpE,"{'positive': 94, 'neutral': 59, 'negative': 97}",0.4921465968586387,R,Horror,2011,387000.0
the help,https://www.youtube.com/watch?v=XOTkNsxhECY,XOTkNsxhECY,"{'positive': 59, 'neutral': 45, 'negative': 17}",0.7763157894736842,PG-13,Drama,2011,436000.0
crazy stupid love,https://www.youtube.com/watch?v=8iCwtxJejik,8iCwtxJejik,"{'positive': 120, 'neutral': 107, 'negative': 23}",0.8391608391608392,PG-13,Comedy,2011,487000.0
no strings attached,https://www.youtube.com/watch?v=XGmsRMvQ2AM,XGmsRMvQ2AM,"{'positive': 37, 'neutral': 33, 'negative': 11}",0.7708333333333334,R,Comedy,2011,219000.0
sucker punch,https://www.youtube.com/watch?v=9k10AzCcMOM,9k10AzCcMOM,"{'positive': 112, 'neutral': 85, 'negative': 53}",0.6787878787878788,PG-13,Action,2011,235000.0
warrior,https://www.youtube.com/watch?v=79rtcCnaeyo,79rtcCnaeyo,"{'positive': 125, 'neutral': 99, 'negative': 26}",0.8278145695364238,PG-13,Action,2011,445000.0
friends with benefits,https://www.youtube.com/watch?v=VzXg-Vr1sMA,VzXg-Vr1sMA,"{'positive': 74, 'neutral': 73, 'negative': 27}",0.7326732673267327,R,Comedy,2011,348000.0
immortals,https://www.youtube.com/watch?v=pE3yR8bZ1pY,pE3yR8bZ1pY,"{'positive': 100, 'neutral': 123, 'negative': 27}",0.7874015748031497,R,Action,2011,163000.0
xmen first class,https://www.youtube.com/watch?v=UrbHykKUfTM,UrbHykKUfTM,"{'positive': 136, 'neutral': 90, 'negative': 24}",0.85,PG-13,Action,2011,657000.0
contagion,https://www.youtube.com/watch?v=4sYSyuuLk5g,4sYSyuuLk5g,"{'positive': 74, 'neutral': 116, 'negative': 60}",0.5522388059701493,PG-13,Drama,2011,290000.0
bad teacher,https://www.youtube.com/watch?v=GahC5cVsU6A,GahC5cVsU6A,"{'positive': 91, 'neutral': 121, 'negative': 38}",0.7054263565891473,R,Comedy,2011,196000.0
in time,https://www.youtube.com/watch?v=xhYUaR5QiUs,xhYUaR5QiUs,"{'positive': 33, 'neutral': 212, 'negative': 5}",0.868421052631579,PG-13,Action,2011,379000.0
one day,https://www.youtube.com/watch?v=WlopfWYGBh4,WlopfWYGBh4,"{'positive': 128, 'neutral': 58, 'negative': 64}",0.6666666666666666,PG-13,Drama,2011,143000.0
scream 4,https://www.youtube.com/watch?v=UlaZfOiGaCU,UlaZfOiGaCU,"{'positive': 75, 'neutral': 78, 'negative': 97}",0.436046511627907,R,Horror,2011,131000.0
shame,https://www.youtube.com/watch?v=Op9iQiB_ANI,Op9iQiB_ANI,"{'positive': 113, 'neutral': 70, 'negative': 67}",0.6277777777777778,NC-17,Drama,2011,187000.0
mission impossible ghost protocol,https://www.youtube.com/watch?v=PT4L1llxCX0,PT4L1llxCX0,"{'positive': 2, 'neutral': 3, 'negative': 0}",1.0,PG-13,Action,2011,466000.0
we need to talk about kevin,https://www.youtube.com/watch?v=SfQaRK3BCYU,SfQaRK3BCYU,"{'positive': 92, 'neutral': 83, 'negative': 75}",0.5508982035928144,R,Drama,2011,142000.0
limitless,https://www.youtube.com/watch?v=4TLppsfzQH8,4TLppsfzQH8,"{'positive': 99, 'neutral': 133, 'negative': 18}",0.8461538461538461,PG-13,Sci-Fi,2011,538000.0
unknown,https://www.youtube.com/watch?v=vSXUgkCjdBM,vSXUgkCjdBM,"{'positive': 112, 'neutral': 98, 'negative': 40}",0.7368421052631579,PG-13,Action,2011,253000.0
transformers dark of the moon,https://www.youtube.com/watch?v=bTIrEZM-cFE,bTIrEZM-cFE,"{'positive': 47, 'neutral': 81, 'negative': 20}",0.7014925373134329,PG-13,Action,2011,390000.0
cowboys aliens,https://www.youtube.com/watch?v=zH7KZD5vGBY,zH7KZD5vGBY,"{'positive': 93, 'neutral': 120, 'negative': 38}",0.7099236641221374,PG-13,Action,2011,211000.0
tinker tailor soldier spy,https://www.youtube.com/watch?v=VW-F1H-Nonk,VW-F1H-Nonk,"{'positive': 127, 'neutral': 81, 'negative': 42}",0.7514792899408284,R,Drama,2011,192000.0
conan the barbarian,https://www.youtube.com/watch?v=xwdYd_RdLCQ,xwdYd_RdLCQ,"{'positive': 124, 'neutral': 80, 'negative': 46}",0.7294117647058823,R,Action,1982,141000.0
melancholia,https://www.youtube.com/watch?v=JCUdy1nUqrg,JCUdy1nUqrg,"{'positive': 52, 'neutral': 62, 'negative': 29}",0.6419753086419753,R,Drama,2011,172000.0
source code,https://www.youtube.com/watch?v=NkTrG-gpIzE,NkTrG-gpIzE,"{'positive': 114, 'neutral': 88, 'negative': 48}",0.7037037037037037,PG-13,Action,2011,495000.0
real steel,https://www.youtube.com/watch?v=obYuPJH2oTE,obYuPJH2oTE,"{'positive': 25, 'neutral': 32, 'negative': 3}",0.8928571428571429,PG-13,Action,2011,306000.0
horrible bosses,https://www.youtube.com/watch?v=VpUeQV8sdOc,VpUeQV8sdOc,"{'positive': 123, 'neutral': 81, 'negative': 46}",0.727810650887574,R,Comedy,2011,428000.0
rio,https://www.youtube.com/watch?v=Bf6zeRwk5LE,Bf6zeRwk5LE,"{'positive': 74, 'neutral': 160, 'negative': 15}",0.8314606741573034,PG,Animation,2011,212000.0
the skin i live in,https://www.youtube.com/watch?v=PavJUoZNT7g,PavJUoZNT7g,"{'positive': 55, 'neutral': 59, 'negative': 30}",0.6470588235294118,R,Drama,2011,143000.0
sherlock holmes a game of shadows,https://www.youtube.com/watch?v=DpxtbtnC1u8,DpxtbtnC1u8,"{'positive': 113, 'neutral': 112, 'negative': 25}",0.8188405797101449,PG-13,Action,2011,429000.0
the three musketeers,https://www.youtube.com/watch?v=cvWLpi5J-NI&vl=en,cvWLpi5J-NI,"{'positive': 94, 'neutral': 105, 'negative': 51}",0.6482758620689655,PG,Action,1993,52000.0
tower heist,https://www.youtube.com/watch?v=Z4KXF7NWFRE,Z4KXF7NWFRE,"{'positive': 116, 'neutral': 95, 'negative': 39}",0.7483870967741936,PG-13,Action,2011,137000.0
paul,https://www.youtube.com/watch?v=BJxlNYb8sJQ,BJxlNYb8sJQ,"{'positive': 64, 'neutral': 156, 'negative': 30}",0.6808510638297872,R,Adventure,2011,240000.0
rise of the planet of the apes,https://www.youtube.com/watch?v=VzDt7uBBIOI,VzDt7uBBIOI,"{'positive': 49, 'neutral': 34, 'negative': 21}",0.7,PG-13,Action,2011,504000.0
your highness,https://www.youtube.com/watch?v=1nB2pWEW9yw,1nB2pWEW9yw,"{'positive': 71, 'neutral': 45, 'negative': 22}",0.7634408602150538,R,Adventure,2011,99000.0
the lincoln lawyer,https://www.youtube.com/watch?v=IFwE3UgCMIk,IFwE3UgCMIk,"{'positive': 128, 'neutral': 94, 'negative': 28}",0.8205128205128205,R,Crime,2011,221000.0
colombiana,https://www.youtube.com/watch?v=HCxPLlFWdFo,HCxPLlFWdFo,"{'positive': 92, 'neutral': 111, 'negative': 47}",0.6618705035971223,PG-13,Action,2011,97000.0
larry crowne,https://www.youtube.com/watch?v=x_-tWhlcQok,x_-tWhlcQok,"{'positive': 20, 'neutral': 14, 'negative': 5}",0.8,PG-13,Comedy,2011,65000.0
abduction,https://www.youtube.com/watch?v=CEVkp5Je7m0,CEVkp5Je7m0,"{'positive': 94, 'neutral': 118, 'negative': 38}",0.7121212121212122,PG-13,Action,2011,78000.0
a separation,https://www.youtube.com/watch?v=58Onuy5USTc,58Onuy5USTc,"{'positive': 133, 'neutral': 89, 'negative': 28}",0.8260869565217391,PG-13,Drama,2011,227000.0
hugo,https://www.youtube.com/watch?v=Hv3obL9HqyY,Hv3obL9HqyY,"{'positive': 107, 'neutral': 115, 'negative': 28}",0.7925925925925926,PG,Drama,2011,310000.0
the adjustment bureau,https://www.youtube.com/watch?v=H78XCiJamXc,H78XCiJamXc,"{'positive': 79, 'neutral': 42, 'negative': 19}",0.8061224489795918,PG-13,Romance,2011,248000.0
10 years,https://www.youtube.com/watch?v=-k5y4bLU5X4,-k5y4bLU5X4,"{'positive': 103, 'neutral': 112, 'negative': 35}",0.7463768115942029,PG-13,Comedy,2011,25000.0
the tree of life,https://www.youtube.com/watch?v=RrAz1YLh8nY,RrAz1YLh8nY,"{'positive': 121, 'neutral': 91, 'negative': 38}",0.7610062893081762,PG-13,Drama,2011,171000.0
the deep blue sea,https://www.youtube.com/watch?v=lsXS1LJtnWY,lsXS1LJtnWY,"{'positive': 2, 'neutral': 4, 'negative': 0}",1.0,R,Drama,2011,15000.0
killer joe,https://www.youtube.com/watch?v=JYcUUXq6Kd8,JYcUUXq6Kd8,"{'positive': 89, 'neutral': 82, 'negative': 66}",0.5741935483870968,Unrated,Crime,2011,75000.0
jane eyre,https://www.youtube.com/watch?v=8IFsdfk3mlk,8IFsdfk3mlk,"{'positive': 129, 'neutral': 75, 'negative': 46}",0.7371428571428571,PG,Drama,1996,9200.0
kill the irishman,https://www.youtube.com/watch?v=x2zN53Vwnz0,x2zN53Vwnz0,"{'positive': 107, 'neutral': 75, 'negative': 68}",0.6114285714285714,R,Biography,2011,47000.0
war horse,https://www.youtube.com/watch?v=JPNyNr2Kp4w,JPNyNr2Kp4w,"{'positive': 106, 'neutral': 73, 'negative': 72}",0.5955056179775281,PG-13,Action,2011,150000.0
the changeup,https://www.youtube.com/watch?v=43Qc70ZeMFw,43Qc70ZeMFw,"{'positive': 80, 'neutral': 92, 'negative': 27}",0.7476635514018691,R,Comedy,2011,172000.0
the raid redemption,https://www.youtube.com/watch?v=GDYwcjhvD-Y,GDYwcjhvD-Y,"{'positive': 82, 'neutral': 77, 'negative': 29}",0.7387387387387387,R,Action,2011,195000.0
margin call,https://www.youtube.com/watch?v=IjZ-ke1kJrA,IjZ-ke1kJrA,"{'positive': 88, 'neutral': 117, 'negative': 45}",0.6616541353383458,R,Drama,2011,121000.0
martha marcy may marlene,https://www.youtube.com/watch?v=ERREgOobLOs,ERREgOobLOs,"{'positive': 90, 'neutral': 89, 'negative': 72}",0.5555555555555556,R,Drama,2011,50000.0
hanna,https://www.youtube.com/watch?v=7ImxHJtLEDs,7ImxHJtLEDs,"{'positive': 41, 'neutral': 21, 'negative': 16}",0.7192982456140351,PG-13,Action,2011,193000.0
5050,https://www.youtube.com/watch?v=3MK0mHbdZd4,3MK0mHbdZd4,"{'positive': 50, 'neutral': 15, 'negative': 23}",0.684931506849315,R,Comedy,2011,320000.0
the descendants,https://www.youtube.com/watch?v=XDwUH02DDWU,XDwUH02DDWU,"{'positive': 76, 'neutral': 58, 'negative': 27}",0.7378640776699029,R,Comedy,2011,235000.0
the adventures of tintin,https://www.youtube.com/watch?v=LTnCE_SaU38,LTnCE_SaU38,"{'positive': 87, 'neutral': 80, 'negative': 27}",0.7631578947368421,PG,Animation,2011,221000.0
final destination 5,https://www.youtube.com/watch?v=g7V84i92H4A,g7V84i92H4A,"{'positive': 77, 'neutral': 89, 'negative': 84}",0.4782608695652174,R,Action,2011,109000.0
youre next,https://www.youtube.com/watch?v=3ZKQU0YYkNw,3ZKQU0YYkNw,"{'positive': 97, 'neutral': 79, 'negative': 74}",0.5672514619883041,R,Horror,2011,92000.0
the sitter,https://www.youtube.com/watch?v=kTmF4UnkkbA,kTmF4UnkkbA,"{'positive': 80, 'neutral': 62, 'negative': 24}",0.7692307692307693,R,Comedy,2011,69000.0
frances ha,https://www.youtube.com/watch?v=YdxCnCvCngk,YdxCnCvCngk,"{'positive': 41, 'neutral': 22, 'negative': 9}",0.82,R,Comedy,2012,78000.0
the fiveyear engagement,https://www.youtube.com/watch?v=WLltd7E1mCU,WLltd7E1mCU,"{'positive': 24, 'neutral': 15, 'negative': 16}",0.6,R,Comedy,2012,96000.0
house at the end of the street,https://www.youtube.com/watch?v=7V9thTmoc_s,7V9thTmoc_s,"{'positive': 89, 'neutral': 62, 'negative': 82}",0.52046783625731,PG-13,Drama,2012,74000.0
the sessions,https://www.youtube.com/watch?v=NwjeJmh9uXY,NwjeJmh9uXY,"{'positive': 8, 'neutral': 6, 'negative': 2}",0.8,R,Biography,2012,42000.0
